Chapter,Name,Class,Level,Difficulty,Boss,Recruitable,Reinforcement,Quantity,HP,Power,Skill,Speed,Luck,Defense,Resistance,Constitution,Move,Item 1,Item 2,Item 3,Item 4,Item 5
Chapter 15,Garret,Berserker,1,Hard,False,True,True,1,54~57,20~22,15~17,11~12,13~14,9~11,4~6,13,6,Steel Axe,Hand Axe,False,False,False
Chapter 15,Bandit,Brigand,18,Hard,False,False,True,2,39~47,16~20,7~11,8~12,3~5,4~7,1~4,12,5,Poison Axe,Hand Axe,False,False,False
Chapter 15,Etruria,Cavalier,17,Hard,False,False,True,4,37~44,12~17,10~15,10~15,6~10,9~11,2~5,9,7,Steel Lance,False,False,False,False
Chapter 15,Etruria,Cavalier,16,Hard,False,False,True,8,36~43,12~16,10~14,10~14,5~10,8~11,2~5,9,7,Steel Lance,Javelin,False,False,False
Chapter 15,Etruria,Cavalier,16,Hard,False,False,True,4,36~43,12~16,10~14,10~14,5~10,8~11,2~5,9,7,Steel Lance,False,False,False,False
Chapter 16,Narcian,Wyvern Lord,10,Normal,True,False,False,1,46,16,13,16,13,20,12,11,8,Runesword,Delphi Shield,Blue Gem,False,False
Chapter 16,Bern,Mage,16,Normal,False,False,False,1,23~26,8~11,7~9,7~9,2~4,3~4,7~9,6,5,Aircalibur,False,False,False,False
Chapter 16,Bern,Mage,17,Normal,False,False,False,1,23~26,8~11,7~10,7~10,2~4,3~4,7~10,6,5,Aircalibur,False,False,False,False
Chapter 16,Bern,Manakete,9,Normal,False,False,False,1,41~50,8~13+10,6~10+10,6~9,5~9,1+20,2~5+5,5,5,Firestone,False,False,False,False
Chapter 16,Bern,Manakete,8,Normal,False,False,False,1,40~49,8~13+10,5~10+10,6~9,5~8,1+20,2~5+5,5,5,Firestone,Red Gem,False,False,False
Chapter 16,Bern,Knight,17,Normal,False,False,False,1,28~32,10~13,6~9,2~3,3~5,12~15,0~1,13,4,Ridersbane,False,False,False,False
Chapter 16,Bern,Knight,18,Normal,False,False,False,1,28~33,10~13,7~9,2~3,3~5,13~15,0~1,13,4,Ridersbane,False,False,False,False
Chapter 16,Bern,Knight,17,Normal,False,False,False,1,28~32,10~13,6~9,2~3,3~5,12~15,0~1,13,4,Javelin,Steel Lance,False,False,False
Chapter 16,Bern,Knight,18,Normal,False,False,False,2,28~33,10~13,7~9,2~3,3~5,13~15,0~1,13,4,Steel Lance,Javelin,False,False,False
Chapter 16,Bern,Bishop,1,Normal,False,False,False,1,28~31,9~12,8~10,7~9,6~9,4~5,14~17,6,6,Purge,Mend,False,False,False
Chapter 16,Bern,Bishop,1,Normal,False,False,False,1,28~31,9~12,8~10,7~9,6~9,4~5,14~17,6,6,Lightning,Physic,False,False,False
Chapter 16,Etruria,Paladin,1,Normal,False,False,False,1,34~38,11~13,8~11,9~11,4~6,9~11,5~7,11,8,Steel Sword,Javelin,False,False,False
Chapter 16,Etruria,Mage,17,Normal,False,False,False,2,23~26,8~11,7~10,7~10,2~4,3~4,7~10,6,5,Elfire,False,False,False,False
Chapter 16,Etruria,Mage,16,Normal,False,False,False,1,23~26,8~11,7~9,7~9,2~4,3~4,7~9,6,5,Elfire,False,False,False,False
Chapter 16,Etruria,Mage,16,Normal,False,False,False,1,23~26,8~11,7~9,7~9,2~4,3~4,7~9,6,5,Aircalibur,Red Gem,False,False,False
Chapter 16,Etruria,Mage,17,Normal,False,False,False,1,23~26,8~11,7~10,7~10,2~4,3~4,7~10,6,5,Bolting,Vulnerary,False,False,False
Chapter 16,Etruria,Mercenary,18,Normal,False,False,False,1,29~34,9~12,13~16,12~15,4~6,6~8,2~3,9,5,Killing Edge,False,False,False,False
Chapter 16,Etruria,Mercenary,18,Normal,False,False,False,1,29~34,9~12,13~16,12~15,4~6,6~8,2~3,9,5,Armorslayer,False,False,False,False
Chapter 16,Etruria,Mercenary,18,Normal,False,False,False,2,29~34,9~12,13~16,12~15,4~6,6~8,2~3,9,5,Steel Sword,False,False,False,False
Chapter 16,Etruria,Fighter,15,Normal,False,False,False,1,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Killer Axe,False,False,False,False
Chapter 16,Etruria,Fighter,16,Normal,False,False,False,1,31~35,12~15,6~8,7~10,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 16,Etruria,Fighter,16,Normal,False,False,False,2,31~35,12~15,6~8,7~10,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 16,Etruria,Bishop,2,Normal,False,False,False,1,28~32,9~13,8~11,7~10,6~10,4~6,14~18,6,6,Lightning,Mend,Silence,False,False
Chapter 16,Etruia,Bishop,1,Normal,False,False,False,1,28~31,9~12,8~10,7~9,6~9,4~5,14~17,6,6,Lightning,Physic,False,False,False
Chapter 16,Etruria,Sniper,6,Normal,False,False,False,1,33~39,12~16,11~15,8~12,5~9,7~10,4~7,8,6,Silver Bow,False,False,False,False
Chapter 16,Etruria,Sniper,5,Normal,False,False,False,1,33~38,12~16,11~15,8~11,5~9,7~10,4~7,8,6,Steel Bow,False,False,False,False
Chapter 16,Douglas,General,10,Normal,False,False,False,1,46,19,13,8,11,20,5,17,5,Silver Axe,False,False,False,False
Chapter 16,Roartz,General,6,Normal,False,False,False,1,50,21,13,12,13,20,11,16,5,Silver Lance,False,False,False,False
Chapter 16,Arcardo,Paladin,5,Normal,False,False,False,1,48,20,14,13,13,16,10,11,8,Silver Lance,False,False,False,False
Chapter 16,Hugh,Mage,15,Normal,False,True,False,1,26,13,11,12,10,9,9,7,5,Elfire,Member Card,Elixir,False,False
Chapter 16,Zeiss,Wyvern Rider,7,Normal,False,True,True,1,28,14,9,8,6,12,2,10,7,Steel Lance,Javelin,False,False,False
Chapter 16,Cath,Thief,5,Normal,False,True,True,1,16,3,7,11,8,2,1,5,6,Iron Sword,Lockpick,Vulnerary,False,False
Chapter 16,Etruria,Thief,13,Normal,False,False,True,1,21~23,3~4,5~8,13~15,4~6,2~3,2~3,6,6,Iron Sword,Lockpick,False,False,False
Chapter 16,Etruria,Mage,16,Normal,False,False,True,5,23~26,8~11,7~9,7~9,2~4,3~4,7~9,6,5,Elfire,False,False,False,False
Chapter 16,Etruria,Mercenary,16,Normal,False,False,True,5,28~32,9~11,13~15,12~14,3~6,6~8,1~3,9,5,Steel Sword,False,False,False,False
Chapter 16,Etruria,Mercenary,14,Normal,False,False,True,5,27~30,8~10,12~14,11~13,3~5,6~7,1~3,9,5,Steel Sword,False,False,False,False
Chapter 16,Etruria,Fighter,15,Normal,False,False,True,5,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 16,Etruria,Mage,14,Normal,False,False,True,1,22~25,7~10,6~8,6~9,2~3,3~4,6~9,6,5,Bolting,False,False,False,False
Chapter 16,Narcian,Wyvern Lord,10,Hard,True,False,False,1,53~56,19~21,15~17,17~19,14~16,21~23,12~13,11,8,Runesword,Delphi Shield,Blue Gem,False,False
Chapter 16,Bern,Mage,16,Hard,False,False,False,1,28~33,13~18,10~14,10~14,3~7,3~5,10~14,6,5,Aircalibur,False,False,False,False
Chapter 16,Bern,Mage,17,Hard,False,False,False,1,28~33,13~18,10~15,10~15,3~7,3~5,10~15,6,5,Aircalibur,False,False,False,False
Chapter 16,Bern,Manakete,9,Hard,False,False,False,1,50~62,11~18+10,8~14+10,7~12,7~13,1+20,2~7+5,5,5,Firestone,False,False,False,False
Chapter 16,Bern,Manakete,8,Hard,False,False,False,1,49~61,11~18+10,7~14+10,7~12,7~12,1+20,2~7+5,5,5,Firestone,Red Gem,False,False,False
Chapter 16,Bern,Knight,17,Hard,False,False,False,1,35~42,13~18,9~14,3~5,5~9,14~19,0~2,13,4,Ridersbane,False,False,False,False
Chapter 16,Bern,Knight,18,Hard,False,False,False,1,35~43,13~18,10~14,3~5,5~9,15~19,0~2,13,4,Ridersbane,False,False,False,False
Chapter 16,Bern,Knight,17,Hard,False,False,False,1,35~42,13~18,9~14,3~5,5~9,14~19,0~2,13,4,Javelin,Steel Lance,False,False,False
Chapter 16,Bern,Knight,18,Hard,False,False,False,2,35~43,13~18,10~14,3~5,5~9,15~19,0~2,13,4,Steel Lance,Javelin,False,False,False
Chapter 16,Bern,Bishop,1,Hard,False,False,False,1,32~37,12~17,10~14,9~12,9~14,4~6,17~22,6,6,Purge,Mend,False,False,False
Chapter 16,Bern,Bishop,1,Hard,False,False,False,1,32~37,12~17,10~14,9~12,9~14,4~6,17~22,6,6,Lightning,Physic,False,False,False
Chapter 16,Etruria,Paladin,1,Hard,False,False,False,1,40~47,13~17,10~15,10~14,6~10,10~13,6~10,11,8,Steel Sword,Javelin,False,False,False
Chapter 16,Etruria,Mage,17,Hard,False,False,False,2,28~33,13~18,10~15,10~15,3~7,3~5,10~15,6,5,Elfire,False,False,False,False
Chapter 16,Etruria,Mage,16,Hard,False,False,False,1,28~33,13~18,10~14,10~14,3~7,3~5,10~14,6,5,Elfire,False,False,False,False
Chapter 16,Etruria,Mage,16,Hard,False,False,False,1,28~33,13~18,10~14,10~14,3~7,3~5,10~14,6,5,Aircalibur,Red Gem,False,False,False
Chapter 16,Etruria,Mage,17,Hard,False,False,False,1,28~33,13~18,10~15,10~15,3~7,3~5,10~15,6,5,Bolting,Vulnerary,False,False,False
Chapter 16,Etruria,Mercenary,18,Hard,False,False,False,1,36~44,12~17,16~20,15~19,6~10,7~11,3~5,9,5,Killing Edge,False,False,False,False
Chapter 16,Etruria,Mercenary,18,Hard,False,False,False,1,36~44,12~17,16~20,15~19,6~10,7~11,3~5,9,5,Armorslayer,False,False,False,False
Chapter 16,Etruria,Mercenary,18,Hard,False,False,False,2,36~44,12~17,16~20,15~19,6~10,7~11,3~5,9,5,Steel Sword,False,False,False,False
Chapter 16,Etruria,Fighter,15,Hard,False,False,False,1,38~45,16~20,9~13,9~13,2~5,4~7,1~4,11,5,Killer Axe,False,False,False,False
Chapter 16,Etruria,Fighter,16,Hard,False,False,False,1,39~46,17~20,9~13,9~14,2~5,4~7,1~4,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 16,Etruria,Fighter,16,Hard,False,False,False,2,39~46,17~20,9~13,9~14,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 16,Etruria,Bishop,2,Hard,False,False,False,1,32~38,12~18,10~15,9~13,9~15,4~7,17~23,6,6,Lightning,Mend,Silence,False,False
Chapter 16,Etruia,Bishop,1,Hard,False,False,False,1,32~37,12~17,10~14,9~12,9~14,4~6,17~22,6,6,Lightning,Physic,False,False,False
Chapter 16,Etruria,Sniper,6,Hard,False,False,False,1,39~48,14~20,13~19,9~15,7~13,8~12,5~9,8,6,Silver Bow,False,False,False,False
Chapter 16,Etruria,Sniper,5,Hard,False,False,False,1,39~47,14~20,13~19,9~14,7~13,8~12,5~9,8,6,Steel Bow,False,False,False,False
Chapter 16,Douglas,General,10,Hard,False,False,False,1,46,19,13,8,11,20,5,17,5,Silver Axe,False,False,False,False
Chapter 16,Roartz,General,6,Hard,False,False,False,1,57~60,23~25,15~17,12~14,14~16,22~23,12~13,16,5,Silver Lance,False,False,False,False
Chapter 16,Arcardo,Paladin,5,Hard,False,False,False,1,54~57,22~24,16~18,14~16,15~17,17~18,11~13,11,8,Silver Lance,False,False,False,False
Chapter 16,Hugh,Mage,15,Hard,False,True,False,1,26,13,11,12,10,9,9,7,5,Elfire,Member Card,Elixir,False,False
Chapter 16,Zeiss,Wyvern Rider,7,Hard,False,True,True,1,35~38,18~20,12~14,10~12,8~10,14~16,2~4,10,7,Steel Lance,Javelin,False,False,False
Chapter 16,Cath,Thief,5,Hard,False,True,True,1,20~22,3~4,11~13,14~16,11~13,2~3,2~4,5,6,Iron Sword,Lockpick,Vulnerary,False,False
Chapter 16,Etruria,Thief,13,Hard,False,False,True,1,25~30,3~5,9~14,16~20,7~11,2~4,3~6,6,6,Iron Sword,Lockpick,False,False,False
Chapter 16,Etruria,Mage,16,Hard,False,False,True,5,28~33,13~18,10~14,10~14,3~7,3~5,10~14,6,5,Elfire,False,False,False,False
Chapter 16,Etruria,Mercenary,16,Hard,False,False,True,5,35~42,12~16,16~20,15~18,5~10,7~11,2~5,9,5,Steel Sword,False,False,False,False
Chapter 16,Etruria,Mercenary,14,Hard,False,False,True,5,34~40,11~15,15~19,14~17,5~9,7~10,2~5,9,5,Steel Sword,False,False,False,False
Chapter 16,Etruria,Fighter,15,Hard,False,False,True,5,38~45,16~20,9~13,9~13,2~5,4~7,1~4,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 16,Etruria,Mage,14,Hard,False,False,True,1,27~32,12~17,9~13,9~14,3~6,3~5,9~14,6,5,Bolting,False,False,False,False
Chapter 16x,Windham,Bishop,12,Normal,True,False,False,1,41,20,12,12,15,13,8,8,6,Divine,Berserk,False,False,False
Chapter 16x,Etruria,Bishop,6,Normal,False,False,False,1,29~34,10~14,9~12,7~11,7~12,4~6,15~20,6,6,Purge,Lightning,Physic,False,False
Chapter 16x,Etruria,Bishop,6,Normal,False,False,False,1,29~34,10~14,9~12,7~11,7~12,4~6,15~20,6,6,Purge,Divine,Physic,False,False
Chapter 16x,Etruria,Knight,15,Normal,False,False,False,1,26~30,9~12,6~8,1~3,3~4,12~14,0~1,13,4,Horseslayer,False,False,False,False
Chapter 16x,Etruria,Knight,15,Normal,False,False,False,1,26~30,9~12,6~8,1~3,3~4,12~14,0~1,13,4,Silver Lance,False,False,False,False
Chapter 16x,Etruria,Sage,4,Normal,False,False,False,1,28~32,13~17,8~13,8~11,2~5,6~9,9~12,7,6,Silence,Aircalibur,False,False,False
Chapter 16x,Etruria,Sage,5,Normal,False,False,False,1,28~33,13~18,9~13,8~12,2~5,6~9,9~13,7,6,Bolting,False,False,False,False
Chapter 16x,Etruria,Mage,12,Normal,False,False,False,1,21~23,6~8,5~7,6~8,1~3,3~4,6~8,6,5,Aircalibur,False,False,False,False
Chapter 16x,Etruria,Mage,13,Normal,False,False,False,1,21~24,6~9,6~8,6~8,2~3,3~4,6~8,6,5,Aircalibur,False,False,False,False
Chapter 16x,Etruria,Mage,14,Normal,False,False,False,1,22~25,7~10,6~8,6~9,2~3,3~4,6~9,6,5,Bolting,Fire,False,False,False
Chapter 16x,Etruria,Mage,13,Normal,False,False,False,1,21~24,6~9,6~8,6~8,2~3,3~4,6~8,6,5,Bolting,Thunder,False,False,False
Chapter 16x,Etruria,Mage,13,Normal,False,False,False,1,21~24,6~9,6~8,6~8,2~3,3~4,6~8,6,5,Elfire,False,False,False,False
Chapter 16x,Etruria,Mage,14,Normal,False,False,False,1,22~25,7~10,6~8,6~9,2~3,3~4,6~9,6,5,Elfire,False,False,False,False
Chapter 16x,Etruria,Paladin,6,Normal,False,False,False,2,37~42,12~15,9~13,9~13,5~8,9~12,5~8,11,8,Silver Lance,False,False,False,False
Chapter 16x,Etruria,Cavalier,15,Normal,False,False,False,2,29~32,9~11,6~9,8~10,3~5,7~9,1~2,9,7,Axereaver,Vulnerary,False,False,False
Chapter 16x,Etruria,Cavalier,13,Normal,False,False,False,2,27~31,8~10,6~8,7~9,3~5,7~9,1~2,9,7,Steel Lance,Javelin,False,False,False
Chapter 16x,Etruria,Archer,13,Normal,False,False,False,1,25~28,7~9,7~9,6~8,3~5,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 16x,Etruria,Archer,12,Normal,False,False,False,1,24~27,7~9,6~8,6~7,3~5,4~5,0~2,7,5,Steel Bow,False,False,False,False
Chapter 16x,Etruria,Cavalier,14,Normal,False,False,False,1,28~31,8~11,6~8,8~10,3~5,7~9,1~2,9,7,Steel Lance,Javelin,False,False,False
Chapter 16x,Etruria,Cavalier,15,Normal,False,False,False,1,29~32,9~11,6~9,8~10,3~5,7~9,1~2,9,7,Steel Lance,Javelin,False,False,False
Chapter 16x,Etruria,Sniper,14,Normal,False,False,False,2,38~45,14~19,13~18,10~13,7~12,8~12,5~9,8,6,Longbow,False,False,False,False
Chapter 16x,Etruria,Mercenary,12,Normal,False,False,False,1,25~28,7~9,11~13,11~12,2~4,5~7,1~2,9,5,Steel Sword,False,False,False,False
Chapter 16x,Etruria,Mercenary,15,Normal,False,False,False,1,27~31,8~11,12~15,11~14,3~5,6~7,1~3,9,5,Steel Sword,False,False,False,False
Chapter 16x,Etruria,Mercenary,14,Normal,False,False,False,1,27~30,8~10,12~14,11~13,3~5,6~7,1~3,9,5,Steel Sword,Vulnerary,False,False,False
Chapter 16x,Etruria,Mercenary,15,Normal,False,False,False,1,27~31,8~11,12~15,11~14,3~5,6~7,1~3,9,5,Steel Sword,Vulnerary,False,False,False
Chapter 16x,Etruria,Knight,14,Normal,False,False,False,2,26~29,9~11,5~8,1~3,2~4,12~14,0~1,13,4,Steel Lance,False,False,False,False
Chapter 16x,Etruria,Bishop,8,Normal,False,False,True,2,30~35,11~15,9~12,8~11,8~13,4~6,16~21,6,6,Lightning,Silence,Physic,False,False
Chapter 16x,Etruria,Bishop,8,Normal,False,False,True,2,30~35,11~15,9~12,8~11,8~13,4~6,16~21,6,6,Divine,Silence,Physic,False,False
Chapter 16x,Windham,Bishop,12,Hard,True,False,False,1,45~47,23~25,14~16,14~15,18~20,13~14,11~13,8,6,Divine,Berserk,False,False,False
Chapter 16x,Etruria,Bishop,6,Hard,False,False,False,1,33~40,13~19,11~16,9~14,10~17,4~7,18~25,6,6,Purge,Lightning,Physic,False,False
Chapter 16x,Etruria,Bishop,6,Hard,False,False,False,1,33~40,13~19,11~16,9~14,10~17,4~7,18~25,6,6,Purge,Divine,Physic,False,False
Chapter 16x,Etruria,Knight,15,Hard,False,False,False,1,33~40,12~17,9~13,2~5,5~8,14~18,0~2,13,4,Horseslayer,False,False,False,False
Chapter 16x,Etruria,Knight,15,Hard,False,False,False,1,33~40,12~17,9~13,2~5,5~8,14~18,0~2,13,4,Silver Lance,False,False,False,False
Chapter 16x,Etruria,Sage,4,Hard,False,False,False,1,32~38,17~23,10~17,10~15,3~7,6~11,11~16,7,6,Silence,Aircalibur,False,False,False
Chapter 16x,Etruria,Sage,5,Hard,False,False,False,1,32~39,17~24,11~17,10~16,3~7,6~11,11~17,7,6,Bolting,False,False,False,False
Chapter 16x,Etruria,Mage,12,Hard,False,False,False,1,26~30,11~15,8~12,9~13,2~6,3~5,9~13,6,5,Aircalibur,False,False,False,False
Chapter 16x,Etruria,Mage,13,Hard,False,False,False,1,26~31,11~16,9~13,9~13,3~6,3~5,9~13,6,5,Aircalibur,False,False,False,False
Chapter 16x,Etruria,Mage,14,Hard,False,False,False,1,27~32,12~17,9~13,9~14,3~6,3~5,9~14,6,5,Bolting,Fire,False,False,False
Chapter 16x,Etruria,Mage,13,Hard,False,False,False,1,26~31,11~16,9~13,9~13,3~6,3~5,9~13,6,5,Bolting,Thunder,False,False,False
Chapter 16x,Etruria,Mage,13,Hard,False,False,False,1,26~31,11~16,9~13,9~13,3~6,3~5,9~13,6,5,Elfire,False,False,False,False
Chapter 16x,Etruria,Mage,14,Hard,False,False,False,1,27~32,12~17,9~13,9~14,3~6,3~5,9~14,6,5,Elfire,False,False,False,False
Chapter 16x,Etruria,Paladin,6,Hard,False,False,False,2,43~51,14~19,11~17,10~16,7~12,10~14,6~11,11,8,Silver Lance,False,False,False,False
Chapter 16x,Etruria,Cavalier,15,Hard,False,False,False,2,36~42,12~16,9~14,10~14,5~9,8~11,2~4,9,7,Axereaver,Vulnerary,False,False,False
Chapter 16x,Etruria,Cavalier,13,Hard,False,False,False,2,34~41,11~15,9~13,9~13,5~9,8~11,2~4,9,7,Steel Lance,Javelin,False,False,False
Chapter 16x,Etruria,Archer,13,Hard,False,False,False,1,31~37,10~14,10~14,9~12,6~10,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 16x,Etruria,Archer,12,Hard,False,False,False,1,30~36,10~14,9~13,9~11,6~10,5~7,0~4,7,5,Steel Bow,False,False,False,False
Chapter 16x,Etruria,Cavalier,14,Hard,False,False,False,1,35~41,11~16,9~13,10~14,5~9,8~11,2~4,9,7,Steel Lance,Javelin,False,False,False
Chapter 16x,Etruria,Cavalier,15,Hard,False,False,False,1,36~42,12~16,9~14,10~14,5~9,8~11,2~4,9,7,Steel Lance,Javelin,False,False,False
Chapter 16x,Etruria,Sniper,14,Hard,False,False,False,2,44~54,16~23,15~22,11~16,9~16,9~14,6~11,8,6,Longbow,False,False,False,False
Chapter 16x,Etruria,Mercenary,12,Hard,False,False,False,1,32~38,10~14,14~18,14~16,4~8,6~10,2~4,9,5,Steel Sword,False,False,False,False
Chapter 16x,Etruria,Mercenary,15,Hard,False,False,False,1,34~41,11~16,15~20,14~18,5~9,7~10,2~5,9,5,Steel Sword,False,False,False,False
Chapter 16x,Etruria,Mercenary,14,Hard,False,False,False,1,34~40,11~15,15~19,14~17,5~9,7~10,2~5,9,5,Steel Sword,Vulnerary,False,False,False
Chapter 16x,Etruria,Mercenary,15,Hard,False,False,False,1,34~41,11~16,15~20,14~18,5~9,7~10,2~5,9,5,Steel Sword,Vulnerary,False,False,False
Chapter 16x,Etruria,Knight,14,Hard,False,False,False,2,33~39,12~16,8~13,2~5,4~8,14~18,0~2,13,4,Steel Lance,False,False,False,False
Chapter 16x,Etruria,Bishop,8,Hard,False,False,True,2,34~41,14~20,11~16,10~14,11~18,4~7,19~26,6,6,Lightning,Silence,Physic,False,False
Chapter 16x,Etruria,Bishop,8,Hard,False,False,True,2,34~41,14~20,11~16,10~14,11~18,4~7,19~26,6,6,Divine,Silence,Physic,False,False
Chapter 17 (Ilia),Etruria,Knight,16,Normal,False,False,False,1,27~31,10~12,6~8,1~3,3~5,12~14,0~1,13,4,Horseslayer,False,False,False,False
Chapter 17 (Ilia),Etruria,Knight,16,Normal,False,False,False,1,27~31,10~12,6~8,1~3,3~5,12~14,0~1,13,4,Axereaver,False,False,False,False
Chapter 17 (Ilia),Etruria,Mage,17,Normal,False,False,False,1,23~26,8~11,7~10,7~10,2~4,3~4,7~10,6,5,Elfire,False,False,False,False
Chapter 17 (Ilia),Etruria,Mage,17,Normal,False,False,False,1,23~26,8~11,7~10,7~10,2~4,3~4,7~10,6,5,Fimbulvetr,False,False,False,False
Chapter 17 (Ilia),Etruria,Mage,16,Normal,False,False,False,1,23~26,8~11,7~9,7~9,2~4,3~4,7~9,6,5,Thunder,False,False,False,False
Chapter 17 (Ilia),Etruria,Mage,15,Normal,False,False,False,1,22~25,7~10,6~9,7~9,2~4,3~4,7~9,6,5,Thunder,False,False,False,False
Chapter 17 (Ilia),Etruria,Paladin,5,Normal,False,False,False,3,36~42,11~15,9~13,9~12,4~8,9~12,5~8,11,8,Silver Lance,Elixir,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,17,Normal,False,False,False,1,30~34,9~12,7~10,8~11,4~6,8~9,1~3,9,7,Killer Lance,False,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,17,Normal,False,False,False,2,30~34,9~12,7~10,8~11,4~6,8~9,1~3,9,7,Steel Lance,Javelin,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,16,Normal,False,False,False,2,29~33,9~11,7~9,8~10,3~6,7~9,1~3,9,7,Steel Lance,Javelin,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,16,Normal,False,False,False,1,29~33,9~11,7~9,8~10,3~6,7~9,1~3,9,7,Steel Lance,Vulnerary,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,15,Normal,False,False,False,1,29~32,9~11,6~9,8~10,3~5,7~9,1~2,9,7,Killer Lance,False,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,15,Normal,False,False,False,2,29~32,9~11,6~9,8~10,3~5,7~9,1~2,9,7,Steel Lance,Javelin,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,15,Normal,False,False,False,2,29~32,9~11,6~9,8~10,3~5,7~9,1~2,9,7,Steel Lance,Vulnerary,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,15,Normal,False,False,False,1,29~32,9~11,6~9,8~10,3~5,7~9,1~2,9,7,Axereaver,False,False,False,False
Chapter 17 (Ilia),Etruria,Bishop,6,Normal,False,False,False,1,29~34,10~14,9~12,7~11,7~12,4~6,15~20,6,6,Physic,Purge,False,False,False
Chapter 17 (Ilia),Etruria,Bishop,5,Normal,False,False,False,1,29~34,10~14,8~12,7~10,7~11,4~6,15~19,6,6,Physic,Divine,Sleep,False,False
Chapter 17 (Ilia),Etruria,Archer,17,Normal,False,False,False,3,27~31,8~11,8~11,7~9,4~7,5~6,1~2,7,5,Steel Bow,Vulnerary,False,False,False
Chapter 17 (Ilia),Etruria,Fighter,17,Normal,False,False,False,1,31~36,12~15,6~9,8~10,2~3,4~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 17 (Ilia),Arcardo,Paladin,10,Normal,True,False,False,1,48,20,14,13,13,16,10,11,8,Silver Lance,Javelin,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,16,Normal,False,False,True,4,29~33,9~11,7~9,8~10,3~6,7~9,1~3,9,7,Steel Sword,Vulnerary,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,15,Normal,False,False,True,4,29~32,9~11,6~9,8~10,3~5,7~9,1~2,9,7,Steel Lance,Vulnerary,False,False,False
Chapter 17 (Ilia),Etruria,Archer,17,Normal,False,False,True,4,27~31,8~11,8~11,7~9,4~7,5~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 17 (Ilia),Etruria,Pegasus Knight,13,Normal,False,False,True,12,20~23,7~9,9~11,9~11,3~5,4~5,4~6,5,7,Steel Lance,Vulnerary,False,False,False
Chapter 17 (Ilia),Etruria,Knight,16,Hard,False,False,False,1,35~42,14~18,9~13,2~6,5~9,14~18,0~2,13,4,Horseslayer,False,False,False,False
Chapter 17 (Ilia),Etruria,Knight,16,Hard,False,False,False,1,35~42,14~18,9~13,2~6,5~9,14~18,0~2,13,4,Axereaver,False,False,False,False
Chapter 17 (Ilia),Etruria,Mage,17,Hard,False,False,False,1,28~34,13~19,11~16,10~15,4~7,3~5,10~15,6,5,Elfire,False,False,False,False
Chapter 17 (Ilia),Etruria,Mage,17,Hard,False,False,False,1,28~34,13~19,11~16,10~15,4~7,3~5,10~15,6,5,Fimbulvetr,False,False,False,False
Chapter 17 (Ilia),Etruria,Mage,16,Hard,False,False,False,1,28~34,13~19,11~15,10~14,4~7,3~5,10~14,6,5,Thunder,False,False,False,False
Chapter 17 (Ilia),Etruria,Mage,15,Hard,False,False,False,1,27~33,12~18,10~15,10~14,4~7,3~5,10~14,6,5,Thunder,False,False,False,False
Chapter 17 (Ilia),Etruria,Paladin,5,Hard,False,False,False,3,43~52,13~19,12~18,10~15,6~12,10~14,6~11,11,8,Silver Lance,Elixir,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,17,Hard,False,False,False,1,37~45,12~17,11~16,10~15,7~11,9~12,2~5,9,7,Killer Lance,False,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,17,Hard,False,False,False,2,37~45,12~17,11~16,10~15,7~11,9~12,2~5,9,7,Steel Lance,Javelin,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,16,Hard,False,False,False,2,36~44,12~16,11~15,10~14,6~11,8~12,2~5,9,7,Steel Lance,Javelin,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,16,Hard,False,False,False,1,36~44,12~16,11~15,10~14,6~11,8~12,2~5,9,7,Steel Lance,Vulnerary,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,15,Hard,False,False,False,1,36~43,12~16,10~15,10~14,6~10,8~12,2~4,9,7,Killer Lance,False,False,False,False
Chapter 17 (Ilia),Etruria,Cavalier,15,Hard,False,False,False,2,36~43,12~16,10~15,10~14,6~10,8~12,2~4,9,7,Steel Lance,Javelin,False,False,False
